repository_name,title_length,description_length,files_changed,lines_added,lines_deleted,time_to_merge,num_commits,is_bug_fix,num_comments,num_reviewers,merge_status,author_experience,author_tenure,review_time,num_approvals,review_sentiment_score,code_quality_issues,code_quality_rate
9,43,-0.03700596608662926,-0.16863362306338328,-0.027980059405512705,-0.08823411830740127,-0.22249002439131668,-0.35104269677668554,1,-0.5773271449791014,-0.06677640501422066,0,-0.42263425478755273,-1.0001227984823773,-0.12295050326762609,-0.9207850169785216,-0.3934077187560706,3,7
9,40,-0.04850860564027116,-0.16863362306338328,-0.026725882297924258,-0.0856904534709891,-0.27222521688930584,-0.35104269677668554,0,-0.5773271449791014,-0.06677640501422066,1,-0.3780694640600795,-0.07242629786622491,-0.12069256006635233,0.41241554736583524,-0.3934077187560706,3,7
9,40,-0.05354101044498949,-0.16863362306338328,-0.025220869768818124,-0.0856904534709891,-0.22249002439131668,-0.35104269677668554,0,-0.5773271449791014,-1.0195552007854176,0,-0.3780694640600795,-0.07242629786622491,-0.12327974538032278,-0.9207850169785216,-0.3934077187560706,3,7
9,52,-0.35764204364439717,-0.16863362306338328,-0.027227553140959638,-0.0856904534709891,-0.28127614228767256,-0.35104269677668554,0,-0.19148075391778724,-0.06677640501422066,1,-0.43138061558453344,0.45223834245389477,-0.12205707250453215,0.41241554736583524,1.5802729321283617,3,7
9,66,-0.065762564970734,-0.16863362306338328,-0.027729223983995015,-0.09077778314381343,-0.23716966293113545,-0.35104269677668554,1,-0.5773271449791014,-0.06677640501422066,1,0.23667475195627974,0.45749813834682856,-0.11561156054698606,0.41241554736583524,-0.3934077187560706,3,7
9,87,-0.03628705111452664,-0.16863362306338328,-0.027729223983995015,-0.08314678863457693,-0.22249002439131668,-0.35104269677668554,0,-0.19148075391778724,-1.0195552007854176,0,-0.4276321752429703,0.523903061495114,-0.12327974538032278,-0.9207850169785216,-0.6508443253931705,3,3
9,108,-0.09595699379904399,-0.0275791094033966,-0.026976717719441948,-0.07805945896175259,-0.11112798577403027,0.07430418609277059,0,-0.5773271449791014,-0.06677640501422066,1,-0.4276321752429703,0.5232455870084973,-0.09629694773520125,0.41241554736583524,-0.3934077187560706,5,7
9,79,-0.09308133391063352,-0.16863362306338328,-0.027729223983995015,-0.07805945896175259,-0.03657946596425023,-0.35104269677668554,0,-0.5773271449791014,-0.06677640501422066,1,-0.43013113547067905,-0.7693492536799185,-0.08498795000061199,0.41241554736583524,-0.3934077187560706,3,7
9,102,1.5151314586829243,-0.16863362306338328,-0.02045499675998203,-0.0119241732150362,0.6950608326679886,0.9249979518316828,0,-0.5773271449791014,-0.06677640501422066,1,-0.42138477467369834,-0.5905161933201784,0.025839461811899226,0.41241554736583524,-0.3934077187560706,3,7
9,35,-0.05425992541709211,-0.16863362306338328,-0.027478388562477325,-0.08314678863457693,-0.2795133825924792,-0.35104269677668554,1,-0.38440394944844436,-0.06677640501422066,1,-0.43054762884196385,0.45223834245389477,-0.1221007865596074,0.41241554736583524,-0.3934077187560706,3,9
