number_of_line_of_code,average_number_of_lines_of_code,average_cyclomatic_complexity_number,average_token_count,function_count,warning_count,function_rate,number_of_line_of_code_rate
199,0,0,0,1,0,0,0
2071,10.9,3.2,68.5,172,6,0.03,0.28
2461,9,3.4,57.6,269,10,0.04,0.17
486,87.7,17.7,753.7,3,1,0.33,0.88
801,22.8,2.4,266.9,33,0,0,0
2348,33.7,5.9,201.3,66,5,0.08,0.27
553,15.2,3.2,115.5,35,3,0.09,0.47
199,0,0,0,1,0,0,0
880,40.6,3,503.9,21,0,0,0
360,22.1,5.5,179,15,2,0.13,0.63
880,40.6,3,503.9,21,0,0,0
3650,77.3,18.6,815.4,47,15,0.32,0.76
880,40.6,3,503.9,21,0,0,0
153,49.7,8,463.3,3,0,0,0
879,15.2,5.1,117.5,56,5,0.09,0.53
4120,29.1,6.5,247.7,137,19,0.14,0.49
276,12.3,2.2,106.1,20,0,0,0
199,0,0,0,1,0,0,0
1168,15.3,3.6,156.9,75,0,0,0
1459,14,6,137.9,84,5,0.06,0.34
1629,33.1,8.9,203.5,46,7,0.15,0.36
3650,77.3,18.6,815.4,47,15,0.32,0.76
2461,9,3.4,57.6,269,10,0.04,0.17
2461,9,3.4,57.6,269,10,0.04,0.17
552,20.3,5.5,131.3,23,2,0.09,0.47
3158,43.2,11.4,473.1,69,14,0.2,0.57
469,11.9,3.5,71.8,36,1,0.03,0.32
760,30.3,4.8,278.8,21,0,0,0
552,20.3,5.5,131.3,23,2,0.09,0.47
85,8.5,1.9,120.1,8,0,0,0
86,12.8,2.5,156.8,6,0,0,0
819,9.1,1.8,106.1,89,0,0,0
813,18.8,5.1,139.6,34,5,0.15,0.65
175,19.1,4,174.3,7,1,0.14,0.75
24,7,1,59,3,0,0,0
760,30.3,4.8,278.8,21,0,0,0
293,18.2,4,140.4,13,1,0.08,0.33
213,10.4,3.2,60.9,17,1,0.06,0.23
77,7.7,1.3,106.3,9,0,0,0
858,45.7,10.4,426.4,18,3,0.17,0.64
492,12.6,4.2,87.4,37,2,0.05,0.23
2461,9,3.4,57.6,269,10,0.04,0.17
1317,13.1,2.4,95.2,93,1,0.01,0.06
2461,9,3.4,57.6,269,10,0.04,0.17
1317,13.1,2.4,95.2,93,1,0.01,0.06
1439,42.4,11,373.1,33,5,0.15,0.34
216,37.6,8.8,372.6,5,1,0.2,0.39
1317,13.1,2.4,95.2,93,1,0.01,0.06
857,25.3,9.3,206.5,33,7,0.21,0.55
2188,17.1,4.3,119.9,119,3,0.03,0.19
2427,22.3,1.8,235.2,103,0,0,0
4120,29.1,6.5,247.7,137,19,0.14,0.49
2188,17.1,4.3,119.9,119,3,0.03,0.19
2188,17.1,4.3,119.9,119,3,0.03,0.19
2188,17.1,4.3,119.9,119,3,0.03,0.19
979,15.7,2.4,138,55,1,0.02,0.08
316,15.5,2.9,138.4,19,1,0.05,0.37
2461,9,3.4,57.6,269,10,0.04,0.17
3054,62,5.9,914.5,48,5,0.1,0.22
482,29.9,10.1,285.6,14,3,0.21,0.85
185,52.3,6,395.3,3,0,0,0
858,45.7,10.4,426.4,18,3,0.17,0.64
185,52.3,6,395.3,3,0,0,0
3403,28.4,5.7,252.7,114,9,0.08,0.24
1405,0,0,0,1,0,0,0
387,6,1.8,49.9,44,0,0,0
979,15.7,2.4,138,55,1,0.02,0.08
609,33.6,10.2,310.2,17,4,0.24,0.57
615,14.4,3.1,78.4,42,2,0.05,0.39
4120,29.1,6.5,247.7,137,19,0.14,0.49
16,0,0,0,1,0,0,0
2461,9,3.4,57.6,269,10,0.04,0.17
26,0,0,0,1,0,0,0
1017,11.1,2.6,58.2,89,2,0.02,0.13
498,39.3,6.7,489.1,12,1,0.08,0.23
4120,29.1,6.5,247.7,137,19,0.14,0.49
1259,24.5,8.1,215.9,46,6,0.13,0.29
2616,29.4,6,276.3,85,8,0.09,0.33
2461,9,3.4,57.6,269,10,0.04,0.17
422,16,5.1,130.4,23,3,0.13,0.58
2461,9,3.4,57.6,269,10,0.04,0.17
2324,23.6,6.4,154.1,88,6,0.07,0.3
2616,29.4,6,276.3,85,8,0.09,0.33
330,8.4,2.6,55.7,19,0,0,0
330,8.4,2.6,55.7,19,0,0,0
2461,9,3.4,57.6,269,10,0.04,0.17
1345,41.5,11.7,573.5,32,6,0.19,0.52
880,40.6,3,503.9,21,0,0,0
2175,20.6,4.3,185.9,99,5,0.05,0.09
1026,15.8,4.4,105.9,61,6,0.1,0.52
3403,28.4,5.7,252.7,114,9,0.08,0.24
531,23.1,6.5,252.4,22,4,0.18,0.61
241,20.6,4.6,127.2,11,2,0.18,0.65
2461,9,3.4,57.6,269,10,0.04,0.17
3403,28.4,5.7,252.7,114,9,0.08,0.24
290,25.5,3.8,167.1,10,1,0.1,0.59
1327,9,1.8,67.6,137,1,0.01,0.11
2709,12.4,4.5,125.9,161,8,0.05,0.32
82,73,17,534,1,1,1,1
760,30.3,4.8,278.8,21,0,0,0
703,19.7,3.4,200,10,0,0,0
356,36.2,6.2,227.2,9,1,0.11,0.44
1942,35.3,8.1,313.4,52,6,0.12,0.54
356,36.2,6.2,227.2,9,1,0.11,0.44
487,41.3,5.1,367.3,11,0,0,0
1470,10,4,66.8,145,8,0.06,0.23
646,75.1,19.1,572.8,8,2,0.25,0.65
646,75.1,19.1,572.8,8,2,0.25,0.65
1048,33.1,3.5,366.8,29,1,0.03,0.28
1048,33.1,3.5,366.8,29,1,0.03,0.28
587,21.8,2.2,191.2,25,0,0,0
205,39.8,6.2,287,5,1,0.2,0.41
873,28.3,4,238.6,30,2,0.07,0.42
1048,33.1,3.5,366.8,29,1,0.03,0.28
404,17.7,3.7,127.9,22,1,0.05,0.11
404,17.7,3.7,127.9,22,1,0.05,0.11
2068,16,2.4,146,118,0,0,0
587,21.8,2.2,191.2,25,0,0,0
486,87.7,17.7,753.7,3,1,0.33,0.88
587,21.8,2.2,191.2,25,0,0,0
2772,21.7,6.5,124.3,113,14,0.12,0.46
2149,18.7,3.4,190.9,111,2,0.02,0.18
677,15,3.9,95.1,40,3,0.07,0.56
2461,9,3.4,57.6,269,10,0.04,0.17
677,15,3.9,95.1,40,3,0.07,0.56
2461,9,3.4,57.6,269,10,0.04,0.17
404,17.7,3.7,127.9,22,1,0.05,0.11
298,25.5,4.9,179.8,11,0,0,0
2461,9,3.4,57.6,269,10,0.04,0.17
2461,9,3.4,57.6,269,10,0.04,0.17
3852,25.1,6,209.7,131,18,0.14,0.52
2328,36.2,8.2,320,57,9,0.16,0.49
438,14.8,1.6,133.4,28,0,0,0
2461,9,3.4,57.6,269,10,0.04,0.17
10,0,0,0,1,0,0,0
138,24.6,9.6,199,5,1,0.2,0.62
