number_of_line_of_code,average_number_of_lines_of_code,average_cyclomatic_complexity_number,average_token_count,function_count,warning_count,function_rate,number_of_line_of_code_rate
61,4.9,1.4,35.8,8,0,0,0
198,6.6,2.3,45.2,23,0,0,0
198,6.6,2.3,45.2,23,0,0,0
81,10.3,1,83.8,6,0,0,0
32,0,0,0,1,0,0,0
274,8.2,1.1,71.3,23,0,0,0
322,6.7,1,43.6,35,0,0,0
191,10.6,3.3,75.1,15,0,0,0
144,3,1,17.1,7,0,0,0
306,10.4,2.3,83.6,24,0,0,0
204,4.4,1,43,26,0,0,0
370,10.3,1,122.2,30,0,0,0
113,9.6,1,82.5,8,0,0,0
49,9.7,2.3,85,3,0,0,0
376,9.4,1.4,95.3,34,0,0,0
119,5.9,1.5,41.1,16,0,0,0
229,5.8,1,46.9,29,0,0,0
74,3,1,14.7,7,0,0,0
665,16.9,4.6,113.9,35,3,0.09,0.41
15,3,1,20.7,3,0,0,0
9,0,0,0,1,0,0,0
129,4.2,1.5,26.6,24,0,0,0
109,12.8,5,104.8,4,0,0,0
2703,52.5,17.8,308.8,51,10,0.2,0.79
30,3,1,14,1,0,0,0
306,5.4,1.6,47.9,41,1,0.02,0.12
27,5,1.3,24.7,3,0,0,0
334,9.3,1,54.6,25,0,0,0
465,8.5,2.2,58.3,44,0,0,0
266,7.6,1,51.8,26,0,0,0
34,0,0,0,1,0,0,0
66,9,1,80.7,6,0,0,0
79,5.2,1,49,11,0,0,0
70,7,1,52.7,6,0,0,0
136,11,1.2,134.8,9,0,0,0
323,5.6,1.7,30.8,45,0,0,0
693,9.8,2.2,68.4,58,0,0,0
270,0,0,0,1,0,0,0
30,6.7,1,77.3,3,0,0,0
21,0,0,0,1,0,0,0
132,4.8,1.2,32.2,18,0,0,0
830,15.3,3.8,104.8,45,1,0.02,0.14
695,6,1,63.9,87,0,0,0
334,9.3,1,54.6,25,0,0,0
1227,8.8,2,59.7,120,0,0,0
117,4.4,1,30.2,16,0,0,0
629,7.1,1,70.1,66,0,0,0
719,8.1,1.9,53.9,73,0,0,0
682,7,2.1,50.9,75,1,0.01,0.13
270,0,0,0,1,0,0,0
523,20.3,1,181.6,23,0,0,0
289,0,0,0,1,0,0,0
173,7.1,1.6,50,17,0,0,0
115,4.7,1.3,25.6,19,0,0,0
208,8.1,1,63.7,20,0,0,0
464,9.3,3.2,57.9,43,0,0,0
208,8.1,1,63.7,20,0,0,0
82,5.8,1,43.6,10,0,0,0
254,6.2,1,55.2,29,0,0,0
113,5.6,1.9,32.2,15,0,0,0
406,6.8,1.7,44.4,47,0,0,0
119,13.6,2.1,90.6,7,0,0,0
437,6.5,1.9,40.1,54,0,0,0
437,6.5,1.9,40.1,54,0,0,0
218,8.6,1.8,58.6,17,0,0,0
114,5.3,1,45,17,0,0,0
114,5.3,1,45,17,0,0,0
706,4.7,1,48.2,102,0,0,0
706,4.7,1,48.2,102,0,0,0
167,9.3,1,80.7,15,0,0,0
46,5.4,1,37.8,5,0,0,0
430,11.8,3,69.7,32,1,0.03,0.22
55,6.5,2,39.5,6,0,0,0
53,0,0,0,1,0,0,0
1888,13,3.9,84.5,127,5,0.04,0.18
150,12.9,3.2,84,10,0,0,0
100,6.4,1.8,37.9,11,0,0,0
68,4.1,1.9,31.5,10,0,0,0
827,15.7,4.3,100.6,45,1,0.02,0.09
13,0,0,0,1,0,0,0
219,10.4,2.9,67.5,17,0,0,0
77,5.7,1.7,32.7,10,0,0,0
93,6,2.3,43.8,11,0,0,0
1108,18.4,1.3,160.4,53,0,0,0
432,9,3.5,63.4,42,0,0,0
369,19.9,1,224,15,0,0,0
53,0,0,0,1,0,0,0
186,6.1,1,58.6,24,0,0,0
117,7,2.1,54.9,11,0,0,0
112,5.7,1.9,38.8,16,0,0,0
82,9,1,103.4,5,0,0,0
1055,16.3,4.4,114.5,56,4,0.07,0.3
144,3,1,17.1,7,0,0,0
345,7.9,2,55.3,38,0,0,0
168,11.1,2.9,73.1,11,0,0,0
62,4.4,2.1,25.2,9,0,0,0
120,6.1,1,66.1,14,0,0,0
349,10.3,3,58.6,27,1,0.04,0.24
191,6.6,2,41.5,21,0,0,0
108,15.8,4.6,105.2,5,0,0,0
538,5.3,1,47.2,67,0,0,0
538,5.3,1,47.2,67,0,0,0
,,,,,,,
74,3,1,14.7,7,0,0,0
136,3.4,1,21.4,17,0,0,0
70,3.5,1.3,19.5,13,0,0,0
251,10.3,3.1,64.6,19,0,0,0
294,4.2,1,27.4,37,0,0,0
129,4.2,1.5,26.6,24,0,0,0
609,12.8,3.3,93.9,35,2,0.06,0.34
334,9.6,2.6,53.2,29,1,0.03,0.27
75,6.2,2.2,37.5,8,0,0,0
198,11.6,4,85.5,13,1,0.08,0.25
40,6.2,1.8,40.5,4,0,0,0
70,7,1,52.7,6,0,0,0
174,6.2,2,42.2,21,0,0,0
218,8.6,1.8,58.6,17,0,0,0
54,4.8,1.2,21.6,9,0,0,0
131,7.9,1,89.6,13,0,0,0
1888,13,3.9,84.5,127,5,0.04,0.18
206,12.4,2.6,101.1,13,0,0,0
49,4.7,1,42.2,6,0,0,0
344,5.4,1,55.8,50,0,0,0
90,7.2,1,59.1,8,0,0,0
59,8.2,2.4,52.4,5,0,0,0
163,8.6,2.6,55.2,16,0,0,0
430,11.8,3,69.7,32,1,0.03,0.22
69,11.8,1,132.2,4,0,0,0
38,9,2,53,2,0,0,0
558,11,3.5,76.4,41,2,0.05,0.24
90,4.2,1.4,20.2,12,0,0,0
507,14.5,1.2,179.4,33,0,0,0
38,9,2,53,2,0,0,0
56,5.5,1.2,40.8,6,0,0,0
484,13.9,4.1,95.8,30,0,0,0
111,5.3,1,48.4,12,0,0,0
102,7.1,2.4,35.3,12,0,0,0
466,16.5,1.1,186.7,24,0,0,0
113,7,1.5,44.8,11,0,0,0
62,5.3,1.1,48.4,7,0,0,0
769,16.3,1.1,130.8,41,0,0,0
299,5.6,2.2,38.9,45,0,0,0
57,10.2,1,71.5,4,0,0,0
42,8.5,1,72.5,2,0,0,0
138,5.9,1.4,41.9,16,0,0,0
138,5.9,1.4,41.9,16,0,0,0
604,9.5,1,84.4,48,0,0,0
206,7.5,2.2,47.7,22,0,0,0
113,6.9,1,61.3,12,0,0,0
72,26.5,3,348,2,0,0,0
256,12.2,4.3,91.1,16,2,0.12,0.5
69,8.7,1,85.5,6,0,0,0
120,7.9,1.3,64,11,0,0,0
60,5,1.1,23.2,8,0,0,0
666,11.3,1,117.8,49,0,0,0
155,5.5,1,36.5,20,0,0,0
257,11.1,3.1,74.1,21,0,0,0
589,10.6,1,121.6,46,0,0,0
28,3,1,9.7,3,0,0,0
92,5.6,1.9,31.2,11,0,0,0
82,5.8,1,43.6,10,0,0,0
154,5,1.3,35.4,23,0,0,0
198,9.9,3.4,66.1,16,0,0,0
138,4.1,1.4,33.8,30,0,0,0
189,7.3,1.8,52,19,0,0,0
117,7,2.1,54.9,11,0,0,0
77,15.5,2.5,98.2,4,0,0,0
94,4.2,1,37.3,10,0,0,0
26,4.2,1,38.8,4,0,0,0
558,11,3.5,76.4,41,2,0.05,0.24
455,6.7,1,63.7,54,0,0,0
64,11.2,3,92.5,4,0,0,0
220,8.4,2.6,54.2,22,0,0,0
529,7.1,1,70.2,60,0,0,0
132,7.9,3.5,44.7,11,1,0.09,0.38
1670,6.5,1,51.5,174,0,0,0
498,7.3,1.2,63.2,53,0,0,0
189,13.5,1.6,102.7,11,0,0,0
530,6.7,1.1,60.4,56,0,0,0
218,8.6,1.8,58.6,17,0,0,0
417,7.2,1.7,47.7,43,0,0,0
49,16,2,171.5,2,0,0,0
139,21.3,8,129.5,6,2,0.33,0.72
878,7,1.8,41.7,98,0,0,0
464,9.3,3.2,57.9,43,0,0,0
464,9.3,3.2,57.9,43,0,0,0
138,5.9,1.4,41.9,16,0,0,0
426,10.9,2.3,72.7,32,0,0,0
405,12.4,3.6,78,28,0,0,0
39,6.3,1.3,42.7,3,0,0,0
403,9.9,3.1,65.8,33,0,0,0
15,4,2,31,1,0,0,0
550,11.6,3.1,76.3,39,1,0.03,0.25
17,10,2,49,1,0,0,0
70,3,1,27.1,21,0,0,0
380,11.4,1,85.6,27,0,0,0
352,7.1,1.1,57.3,34,0,0,0
430,11.8,3,69.7,32,1,0.03,0.22
430,11.8,3,69.7,32,1,0.03,0.22
373,14.8,4.5,97.3,21,1,0.05,0.19
36,13.5,1,147,2,0,0,0
237,17.9,5.6,119.8,12,1,0.08,0.22
139,21.3,8,129.5,6,2,0.33,0.72
305,5.9,1.6,46.8,40,0,0,0
123,6.8,2.6,58.4,12,0,0,0
80,3.9,1,36.2,12,0,0,0
160,7.1,1,61.2,18,0,0,0
80,3.9,1,36.2,12,0,0,0
460,12.5,3.6,79.2,33,1,0.03,0.34
590,5.6,1.3,40.3,78,0,0,0
,,,,,,,
147,8.1,1.1,63.6,13,0,0,0
264,7,1,69,30,0,0,0
119,7.4,1.4,37.6,5,0,0,0
288,11.6,1.2,108.6,21,0,0,0
130,6.3,2.3,44.7,15,0,0,0
129,7.5,2.8,52.4,13,0,0,0
193,8.9,1,87.4,18,0,0,0
536,7.8,1,72.9,54,0,0,0
82,5.3,1.7,39,9,0,0,0
335,14.8,3.7,123.2,20,1,0.05,0.26
14,0,0,0,1,0,0,0
178,6.6,1.1,47.7,18,0,0,0
133,5.7,1,49.3,15,0,0,0
97,6.7,1.7,46.8,10,0,0,0
2964,9.6,1.1,88.2,267,0,0,0
133,11.2,3.7,78.3,9,0,0,0
795,8.1,3.1,60.3,79,0,0,0
292,20.3,6.1,126.7,11,2,0.18,0.76
182,5.3,1.2,36.2,24,0,0,0
54,4.5,1.2,27,6,0,0,0
101,8.5,1.4,51.3,10,0,0,0
106,7,2.1,52.2,9,0,0,0
76,10.2,3,52,6,0,0,0
167,9.3,1,80.7,15,0,0,0
282,6.5,1.2,51.7,33,0,0,0
257,20.6,1.1,234.9,11,0,0,0
236,6.6,1,70.2,27,0,0,0
257,20.6,1.1,234.9,11,0,0,0
550,11.6,3.1,76.3,39,1,0.03,0.25
664,10.1,1,112.2,58,0,0,0
78,8.3,1,69.3,6,0,0,0
86,6.2,1.8,44.2,9,0,0,0
211,8.4,1,81.8,20,0,0,0
233,11.5,3.4,73.9,15,0,0,0
311,11.6,1,103.8,24,0,0,0
508,8.2,2.6,57.7,49,0,0,0
590,5.6,1.3,40.3,78,0,0,0
484,13.9,4.1,95.8,30,0,0,0
484,13.9,4.1,95.8,30,0,0,0
143,5,1.7,33.8,22,0,0,0
1438,6.5,1.1,74.8,164,0,0,0
380,5.1,1.2,33.5,50,0,0,0
52,6,1.3,30,6,0,0,0
270,0,0,0,1,0,0,0
64,4.6,1.9,29.2,9,0,0,0
106,7,2.1,52.2,9,0,0,0
380,5.1,1.2,33.5,50,0,0,0
3623,7.7,1.2,68.4,349,0,0,0
187,8.6,3.1,61.4,17,0,0,0
882,5.1,1.3,32.1,129,0,0,0
88,7,2,39.3,9,0,0,0
25,11,1,66,1,0,0,0
866,5.1,1.6,32.1,140,0,0,0
62,6.1,1,68.1,7,0,0,0
133,11.2,3.7,78.3,9,0,0,0
97,6.6,1,58.9,10,0,0,0
672,9.7,3.2,67,64,1,0.02,0.1
672,9.7,3.2,67,64,1,0.02,0.1
672,9.7,3.2,67,64,1,0.02,0.1
143,6,1.4,50.6,20,0,0,0
236,25.4,1,248,8,0,0,0
13,0,0,0,1,0,0,0
336,15.7,3,122.4,18,0,0,0
498,7.3,1.2,63.2,53,0,0,0
177,3.7,1.2,21.5,35,0,0,0
1108,18.4,1.3,160.4,53,0,0,0
73,4,1,37.6,13,0,0,0
66,7.3,1.3,63.2,6,0,0,0
264,7,1,69,30,0,0,0
31,0,0,0,1,0,0,0
12,0,0,0,1,0,0,0
252,11.2,3.6,59.5,18,1,0.06,0.44
51,9.2,3.8,76.2,4,0,0,0
886,7.7,1,67.4,86,0,0,0
69,3,1,9.4,10,0,0,0
114,10.2,1,109.7,9,0,0,0
109,6.2,1.8,44.6,12,0,0,0
125,7.2,1.5,39.3,12,0,0,0
866,5.1,1.6,32.1,140,0,0,0
79,12.6,1,85.8,5,0,0,0
128,12.6,3.8,88.5,8,0,0,0
464,9.3,3.2,57.9,43,0,0,0
